record_type,population,emotion,trajectory,statistic,value,quintile,target_class,development_q20,development_q40,development_q60,development_q80
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.08121277747698971,3,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.40010828370330265,3,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.5186789388197076,3,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.09201623815967523,4,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.3699594046008119,4,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.5380243572395128,4,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.06468200270635995,5,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.31231393775372124,5,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,change,target_class_rate,0.6230040595399188,5,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.06933333333333333,1,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.3782857142857143,1,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.5523809523809524,1,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.06458164094232331,2,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.3931762794476036,2,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.5422420796100731,2,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.06594724220623502,3,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.39488409272581937,3,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.5391686650679457,3,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.0644,4,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.3352,4,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.6004,4,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.05704697986577181,5,REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.27558724832214765,5,UNREGISTERED_LOOP,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,assessment,signed_pressure,change,target_class_rate,0.6673657718120806,5,NO_REGISTERED_COMPLETION,-0.41534684235556574,-0.12604382722062418,0.12943561910200144,0.42167085186331477
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.06982408660351827,1,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.4054127198917456,1,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.5247631935047361,1,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.07686062246278755,2,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.4040595399188092,2,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.5190798376184033,2,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.07823497563616676,3,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.4087709799675149,3,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.5129940443963183,3,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.08876860622462787,4,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.3889039242219215,4,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.5223274695534507,4,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.07198917456021652,5,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.3474966170500677,5,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,acceleration,target_class_rate,0.5805142083897158,5,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.06365159128978225,1,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.37185929648241206,1,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.5644891122278057,1,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.05267090026148674,2,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.3937243182667165,2,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.5536047814717968,2,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.07423241352506801,3,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.3501748931208706,3,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.5755926933540614,3,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.06822689408964697,4,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.3332011106703689,4,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.5985719952399842,4,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.06352636127917027,5,REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.3288677614520311,5,UNREGISTERED_LOOP,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,assessment,signed_pressure,acceleration,target_class_rate,0.6076058772687987,5,NO_REGISTERED_COMPLETION,-0.4160530802124115,-0.11432110138111097,0.13087670921775418,0.4177564483839724
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.06278755074424898,1,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.44167794316644116,1,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.4955345060893099,1,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.06955345060893099,2,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.45223274695534504,2,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.478213802435724,2,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.09177043854899837,3,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.41445587439090414,3,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.49377368706009744,3,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.09418132611637348,4,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.35859269282814615,4,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.5472259810554804,4,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.06738836265223275,5,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.28768606224627874,5,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,recent_change,target_class_rate,0.6449255751014885,5,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.056662758890191484,1,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.4013286440015631,1,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.5420085971082454,1,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.0625,2,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.39924242424242423,2,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.5382575757575757,2,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.07588932806324111,3,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.37905138339920946,3,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.5450592885375494,3,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.07870753935376967,4,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.33057166528583265,4,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.5907207953603977,4,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.04763948497854077,5,REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.26008583690987125,5,UNREGISTERED_LOOP,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,assessment,signed_pressure,recent_change,target_class_rate,0.6922746781115879,5,NO_REGISTERED_COMPLETION,-0.24397859613972764,-0.07005406071065128,0.07505298517393663,0.24606767272288618
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.060081190798376184,1,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.43843031123139375,1,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.5014884979702301,1,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.07550744248985115,2,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.44276048714479027,2,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.4817320703653586,2,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.08635625338386572,3,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.4071467244179751,3,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.5064970221981592,3,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.09497206703910614,4,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.3877094972067039,4,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.5173184357541899,4,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.0800615858352579,5,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.325635103926097,5,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_pressure,peak_displacement,target_class_rate,0.5943033102386451,5,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.06868451688009314,1,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.3775708187815289,1,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.553744664338378,1,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.06334661354581674,2,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.4055776892430279,2,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.5310756972111553,2,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.06364749082007344,3,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.3814769481844145,3,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.554875560995512,3,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.07178631051752922,4,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.38397328881469117,4,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.5442404006677797,4,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.061808118081180814,5,REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.29704797047970477,5,UNREGISTERED_LOOP,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,assessment,signed_pressure,peak_displacement,target_class_rate,0.6411439114391144,5,NO_REGISTERED_COMPLETION,-0.45833167088346494,-0.22672631143773225,-0.043407521840302325,0.0
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.06955345060893099,1,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.3834912043301759,1,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.546955345060893,1,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.08200270635994587,2,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.3891745602165088,2,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.5288227334235454,2,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.07823497563616676,3,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.3979426096372496,3,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.5238224147265836,3,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.0746955345060893,4,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.39918809201623817,4,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.5261163734776725,4,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.08119079837618404,5,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.3848443843031123,5,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,development,signed_exhaustion,change,target_class_rate,0.5339648173207037,5,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.06530256856769699,1,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.34175010883761425,1,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.5929473225946887,1,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.06777050442818637,2,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.37928378898729304,2,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.5529457065845206,2,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.07046714172604909,3,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.36975455265241486,3,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.5597783056215361,3,NO_REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.0625242718446602,4,REGISTERED_COMPLETION,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
development_frozen_quintile_target_rate,assessment,signed_exhaustion,change,target_class_rate,0.3522330097087379,4,UNREGISTERED_LOOP,-1.173619846966771,-0.3343250431868921,0.32428559074506313,1.1510414437909786
