breakdown_type,emotion,symbol,year_month,decision_ordinal,anchor_role,anchor_completed_bars,rows,missing_rows,missing_percent,unavailable_reason
stock,signed_exhaustion,NVTS,,12,E0,6,387,0,0,
stock,signed_exhaustion,NVTS,,12,E1,9,387,387,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,NVTS,,12,E2,12,387,0,0,
stock,signed_exhaustion,QBTS,,6,E0,2,381,0,0,
stock,signed_exhaustion,QBTS,,6,E1,4,381,0,0,
stock,signed_exhaustion,QBTS,,6,E2,6,381,0,0,
stock,signed_exhaustion,QBTS,,12,E0,6,381,0,0,
stock,signed_exhaustion,QBTS,,12,E1,9,381,381,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,QBTS,,12,E2,12,381,0,0,
stock,signed_exhaustion,RGTI,,6,E0,2,381,0,0,
stock,signed_exhaustion,RGTI,,6,E1,4,381,0,0,
stock,signed_exhaustion,RGTI,,6,E2,6,381,0,0,
stock,signed_exhaustion,RGTI,,12,E0,6,381,0,0,
stock,signed_exhaustion,RGTI,,12,E1,9,381,381,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,RGTI,,12,E2,12,381,0,0,
stock,signed_exhaustion,RIOT,,6,E0,2,390,0,0,
stock,signed_exhaustion,RIOT,,6,E1,4,390,0,0,
stock,signed_exhaustion,RIOT,,6,E2,6,390,0,0,
stock,signed_exhaustion,RIOT,,12,E0,6,390,0,0,
stock,signed_exhaustion,RIOT,,12,E1,9,390,390,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,RIOT,,12,E2,12,390,0,0,
stock,signed_exhaustion,RIVN,,6,E0,2,391,0,0,
stock,signed_exhaustion,RIVN,,6,E1,4,391,0,0,
stock,signed_exhaustion,RIVN,,6,E2,6,391,0,0,
stock,signed_exhaustion,RIVN,,12,E0,6,391,0,0,
stock,signed_exhaustion,RIVN,,12,E1,9,391,391,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,RIVN,,12,E2,12,391,0,0,
stock,signed_exhaustion,SMCI,,6,E0,2,391,0,0,
stock,signed_exhaustion,SMCI,,6,E1,4,391,0,0,
stock,signed_exhaustion,SMCI,,6,E2,6,391,0,0,
stock,signed_exhaustion,SMCI,,12,E0,6,391,0,0,
stock,signed_exhaustion,SMCI,,12,E1,9,391,391,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,SMCI,,12,E2,12,391,0,0,
stock,signed_exhaustion,SOFI,,6,E0,2,390,0,0,
stock,signed_exhaustion,SOFI,,6,E1,4,390,0,0,
stock,signed_exhaustion,SOFI,,6,E2,6,390,0,0,
stock,signed_exhaustion,SOFI,,12,E0,6,390,0,0,
stock,signed_exhaustion,SOFI,,12,E1,9,390,390,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,SOFI,,12,E2,12,390,0,0,
stock,signed_exhaustion,WULF,,6,E0,2,389,0,0,
stock,signed_exhaustion,WULF,,6,E1,4,389,0,0,
stock,signed_exhaustion,WULF,,6,E2,6,389,0,0,
stock,signed_exhaustion,WULF,,12,E0,6,389,0,0,
stock,signed_exhaustion,WULF,,12,E1,9,389,389,100,frozen_opening_raw_components_requires_even_completed_bar_count
stock,signed_exhaustion,WULF,,12,E2,12,389,0,0,
month,signed_exhaustion,,2024-01,6,E0,2,214,0,0,
month,signed_exhaustion,,2024-01,6,E1,4,214,0,0,
month,signed_exhaustion,,2024-01,6,E2,6,214,0,0,
month,signed_exhaustion,,2024-01,12,E0,6,214,0,0,
month,signed_exhaustion,,2024-01,12,E1,9,214,214,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-01,12,E2,12,214,0,0,
month,signed_exhaustion,,2024-02,6,E0,2,396,0,0,
month,signed_exhaustion,,2024-02,6,E1,4,396,0,0,
month,signed_exhaustion,,2024-02,6,E2,6,396,0,0,
month,signed_exhaustion,,2024-02,12,E0,6,396,0,0,
month,signed_exhaustion,,2024-02,12,E1,9,396,396,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-02,12,E2,12,396,0,0,
month,signed_exhaustion,,2024-03,6,E0,2,339,0,0,
month,signed_exhaustion,,2024-03,6,E1,4,339,0,0,
month,signed_exhaustion,,2024-03,6,E2,6,339,0,0,
month,signed_exhaustion,,2024-03,12,E0,6,339,0,0,
month,signed_exhaustion,,2024-03,12,E1,9,339,339,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-03,12,E2,12,339,0,0,
month,signed_exhaustion,,2024-04,6,E0,2,435,0,0,
month,signed_exhaustion,,2024-04,6,E1,4,435,0,0,
month,signed_exhaustion,,2024-04,6,E2,6,435,0,0,
month,signed_exhaustion,,2024-04,12,E0,6,435,0,0,
month,signed_exhaustion,,2024-04,12,E1,9,435,435,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-04,12,E2,12,435,0,0,
month,signed_exhaustion,,2024-05,6,E0,2,397,0,0,
month,signed_exhaustion,,2024-05,6,E1,4,397,0,0,
month,signed_exhaustion,,2024-05,6,E2,6,397,0,0,
month,signed_exhaustion,,2024-05,12,E0,6,397,0,0,
month,signed_exhaustion,,2024-05,12,E1,9,397,397,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-05,12,E2,12,397,0,0,
month,signed_exhaustion,,2024-06,6,E0,2,375,0,0,
month,signed_exhaustion,,2024-06,6,E1,4,375,0,0,
month,signed_exhaustion,,2024-06,6,E2,6,375,0,0,
month,signed_exhaustion,,2024-06,12,E0,6,375,0,0,
month,signed_exhaustion,,2024-06,12,E1,9,375,375,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-06,12,E2,12,375,0,0,
month,signed_exhaustion,,2024-07,6,E0,2,417,0,0,
month,signed_exhaustion,,2024-07,6,E1,4,417,0,0,
month,signed_exhaustion,,2024-07,6,E2,6,417,0,0,
month,signed_exhaustion,,2024-07,12,E0,6,417,0,0,
month,signed_exhaustion,,2024-07,12,E1,9,417,417,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-07,12,E2,12,417,0,0,
month,signed_exhaustion,,2024-08,6,E0,2,438,0,0,
month,signed_exhaustion,,2024-08,6,E1,4,438,0,0,
month,signed_exhaustion,,2024-08,6,E2,6,438,0,0,
month,signed_exhaustion,,2024-08,12,E0,6,438,0,0,
month,signed_exhaustion,,2024-08,12,E1,9,438,438,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-08,12,E2,12,438,0,0,
month,signed_exhaustion,,2024-09,6,E0,2,399,0,0,
month,signed_exhaustion,,2024-09,6,E1,4,399,0,0,
month,signed_exhaustion,,2024-09,6,E2,6,399,0,0,
month,signed_exhaustion,,2024-09,12,E0,6,399,0,0,
month,signed_exhaustion,,2024-09,12,E1,9,399,399,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-09,12,E2,12,399,0,0,
month,signed_exhaustion,,2024-10,6,E0,2,455,0,0,
month,signed_exhaustion,,2024-10,6,E1,4,455,0,0,
month,signed_exhaustion,,2024-10,6,E2,6,455,0,0,
month,signed_exhaustion,,2024-10,12,E0,6,455,0,0,
month,signed_exhaustion,,2024-10,12,E1,9,455,455,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-10,12,E2,12,455,0,0,
month,signed_exhaustion,,2024-11,6,E0,2,380,0,0,
month,signed_exhaustion,,2024-11,6,E1,4,380,0,0,
month,signed_exhaustion,,2024-11,6,E2,6,380,0,0,
month,signed_exhaustion,,2024-11,12,E0,6,380,0,0,
month,signed_exhaustion,,2024-11,12,E1,9,380,380,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-11,12,E2,12,380,0,0,
month,signed_exhaustion,,2024-12,6,E0,2,399,0,0,
month,signed_exhaustion,,2024-12,6,E1,4,399,0,0,
month,signed_exhaustion,,2024-12,6,E2,6,399,0,0,
month,signed_exhaustion,,2024-12,12,E0,6,398,0,0,
month,signed_exhaustion,,2024-12,12,E1,9,398,398,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2024-12,12,E2,12,398,0,0,
month,signed_exhaustion,,2025-01,6,E0,2,400,0,0,
month,signed_exhaustion,,2025-01,6,E1,4,400,0,0,
month,signed_exhaustion,,2025-01,6,E2,6,400,0,0,
month,signed_exhaustion,,2025-01,12,E0,6,400,0,0,
month,signed_exhaustion,,2025-01,12,E1,9,400,400,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-01,12,E2,12,400,0,0,
month,signed_exhaustion,,2025-02,6,E0,2,380,0,0,
month,signed_exhaustion,,2025-02,6,E1,4,380,0,0,
month,signed_exhaustion,,2025-02,6,E2,6,380,0,0,
month,signed_exhaustion,,2025-02,12,E0,6,380,0,0,
month,signed_exhaustion,,2025-02,12,E1,9,380,380,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-02,12,E2,12,380,0,0,
month,signed_exhaustion,,2025-03,6,E0,2,419,0,0,
month,signed_exhaustion,,2025-03,6,E1,4,419,0,0,
month,signed_exhaustion,,2025-03,6,E2,6,419,0,0,
month,signed_exhaustion,,2025-03,12,E0,6,419,0,0,
month,signed_exhaustion,,2025-03,12,E1,9,419,419,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-03,12,E2,12,419,0,0,
month,signed_exhaustion,,2025-04,6,E0,2,394,0,0,
month,signed_exhaustion,,2025-04,6,E1,4,394,0,0,
month,signed_exhaustion,,2025-04,6,E2,6,394,0,0,
month,signed_exhaustion,,2025-04,12,E0,6,394,0,0,
month,signed_exhaustion,,2025-04,12,E1,9,394,394,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-04,12,E2,12,394,0,0,
month,signed_exhaustion,,2025-05,6,E0,2,398,0,0,
month,signed_exhaustion,,2025-05,6,E1,4,398,0,0,
month,signed_exhaustion,,2025-05,6,E2,6,398,0,0,
month,signed_exhaustion,,2025-05,12,E0,6,398,0,0,
month,signed_exhaustion,,2025-05,12,E1,9,398,398,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-05,12,E2,12,398,0,0,
month,signed_exhaustion,,2025-06,6,E0,2,400,0,0,
month,signed_exhaustion,,2025-06,6,E1,4,400,0,0,
month,signed_exhaustion,,2025-06,6,E2,6,400,0,0,
month,signed_exhaustion,,2025-06,12,E0,6,400,0,0,
month,signed_exhaustion,,2025-06,12,E1,9,400,400,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-06,12,E2,12,400,0,0,
month,signed_exhaustion,,2025-07,6,E0,2,420,0,0,
month,signed_exhaustion,,2025-07,6,E1,4,420,0,0,
month,signed_exhaustion,,2025-07,6,E2,6,420,0,0,
month,signed_exhaustion,,2025-07,12,E0,6,420,0,0,
month,signed_exhaustion,,2025-07,12,E1,9,420,420,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-07,12,E2,12,420,0,0,
month,signed_exhaustion,,2025-08,6,E0,2,320,0,0,
month,signed_exhaustion,,2025-08,6,E1,4,320,0,0,
month,signed_exhaustion,,2025-08,6,E2,6,320,0,0,
month,signed_exhaustion,,2025-08,12,E0,6,320,0,0,
month,signed_exhaustion,,2025-08,12,E1,9,320,320,100,frozen_opening_raw_components_requires_even_completed_bar_count
month,signed_exhaustion,,2025-08,12,E2,12,320,0,0,
checkpoint,signed_exhaustion,,,6,E0,2,7775,0,0,
checkpoint,signed_exhaustion,,,6,E1,4,7775,0,0,
checkpoint,signed_exhaustion,,,6,E2,6,7775,0,0,
checkpoint,signed_exhaustion,,,12,E0,6,7774,0,0,
checkpoint,signed_exhaustion,,,12,E1,9,7774,7774,100,frozen_opening_raw_components_requires_even_completed_bar_count
checkpoint,signed_exhaustion,,,12,E2,12,7774,0,0,
